participant,blockID,trialID,condition,screenID,leftColor,rightColor,leftImage,rightImage,correctObject,response,acc,rt
2,4,P4,D,processing,#964f87,#FFFFFF,image403,image425,NA,right,TRUE,1126
2,4,P5,D,processing,#4a9130,#FFFFFF,image306,image163,NA,left,TRUE,874.2999999998137
2,4,P5,D,processing,#722f74,#FFFFFF,image45,image279,NA,right,TRUE,658.5
2,4,P5,D,processing,#0c72bb,#FFFFFF,image130,image20,NA,left,TRUE,698.8999999999069
2,4,P5,D,processing,#95370f,#FFFFFF,image375,image214,NA,right,TRUE,738
2,4,P6,D,processing,#1d81d3,#FFFFFF,image418,image413,NA,right,TRUE,701.0999999996275
2,4,P6,D,processing,#44723b,#FFFFFF,image360,image262,NA,left,TRUE,851.2999999998137
2,4,P6,D,processing,#d20fd2,#FFFFFF,image380,image113,NA,right,TRUE,706.5
2,4,P6,D,processing,#b16f48,#FFFFFF,image153,image340,NA,left,TRUE,717
2,4,P7,D,processing,#8bb01c,#FFFFFF,image250,image207,NA,left,TRUE,837.6999999997206
2,4,P7,D,processing,#3e7469,#FFFFFF,image323,image174,NA,right,TRUE,761.2000000001863
2,4,P7,D,processing,#764ab0,#FFFFFF,image79,image139,NA,left,TRUE,922.7999999998137
2,4,P7,D,processing,#97304a,#FFFFFF,image299,image218,NA,left,TRUE,641.7999999998137
2,4,P8,D,processing,#3d3d99,#FFFFFF,image190,image164,NA,left,TRUE,884.1000000000931
2,4,P8,D,processing,#76652d,#FFFFFF,image72,image157,NA,right,TRUE,630.3999999999069
2,4,P8,D,processing,#18d851,#FFFFFF,image257,image187,NA,right,TRUE,647.5999999996275
2,4,P8,D,processing,#9b4687,#FFFFFF,image420,image57,NA,left,TRUE,662.0999999996275
2,4,P9,D,processing,#25a314,#FFFFFF,image57,image228,NA,right,TRUE,727.2999999998137
2,4,P9,D,processing,#7f519a,#FFFFFF,image173,image244,NA,left,TRUE,784.2999999998137
2,4,P9,D,processing,#1fadd1,#FFFFFF,image415,image276,NA,right,TRUE,740.6999999997206
2,4,P9,D,processing,#eb2c0f,#FFFFFF,image355,image156,NA,left,TRUE,638.9000000003725
2,4,P10,D,processing,#93843e,#FFFFFF,image333,image204,NA,right,TRUE,633.9000000003725
2,4,P10,D,processing,#1b54c5,#FFFFFF,image252,image95,NA,left,TRUE,930.4000000003725
2,4,P10,D,processing,#35974f,#FFFFFF,image389,image130,NA,right,TRUE,634.0999999996275
2,4,P10,D,processing,#a14f81,#FFFFFF,image102,image308,NA,left,TRUE,666.9000000003725
2,4,P11,D,processing,#822d21,#FFFFFF,image31,image57,NA,left,TRUE,674.3999999999069
2,4,P11,D,processing,#2d6f76,#FFFFFF,image317,image414,NA,right,TRUE,690.2999999998137
2,4,P11,D,processing,#3f9c26,#FFFFFF,image3,image388,NA,right,TRUE,724.2000000001863
2,4,P11,D,processing,#6b1d96,#FFFFFF,image150,image308,NA,left,TRUE,827.2000000001863
2,4,P12,D,processing,#0d239b,#FFFFFF,image389,image102,NA,right,TRUE,779.3999999999069
2,4,P12,D,processing,#91932a,#FFFFFF,image416,image213,NA,left,TRUE,590.1000000000931
2,4,P12,D,processing,#1cd46f,#FFFFFF,image136,image308,NA,left,TRUE,941.1000000000931
2,4,P12,D,processing,#ab4989,#FFFFFF,image173,image245,NA,left,TRUE,510.8000000002794
2,4,P13,D,processing,#0aae0a,#FFFFFF,image147,image148,NA,right,TRUE,901.1000000000931
2,4,P13,D,processing,#c2a129,#FFFFFF,image288,image327,NA,left,TRUE,1065.6000000000931
2,4,P13,D,processing,#951388,#FFFFFF,image228,image59,NA,left,TRUE,619.8999999999069
2,4,P13,D,processing,#3663b0,#FFFFFF,image396,image95,NA,left,TRUE,961.1000000000931
2,4,P14,D,processing,#677c36,#FFFFFF,image330,image312,NA,left,TRUE,636.3000000002794
2,4,P14,D,processing,#4d4294,#FFFFFF,image357,image5,NA,left,FALSE,749
2,4,P14,D,processing,#2b978c,#FFFFFF,image17,image285,NA,right,TRUE,837.2000000001863
2,4,P14,D,processing,#a62642,#FFFFFF,image400,image425,NA,left,FALSE,679.7999999998137
2,4,P15,D,processing,#3c6780,#FFFFFF,image120,image147,NA,left,TRUE,676
2,4,P15,D,processing,#c20fa4,#FFFFFF,image38,image243,NA,right,TRUE,694.1000000005588
2,4,P15,D,processing,#835820,#FFFFFF,image45,image168,NA,right,FALSE,661.6000000005588
2,4,P15,D,processing,#447e3e,#FFFFFF,image371,image65,NA,right,TRUE,1256.5
2,4,P16,D,processing,#2f3992,#FFFFFF,image425,image403,NA,left,TRUE,877.2999999998137
2,4,P16,D,processing,#646335,#FFFFFF,image82,image45,NA,left,TRUE,985.5
2,4,P16,D,processing,#953258,#FFFFFF,image334,image363,NA,left,TRUE,1395.2999999998137
2,4,P16,D,processing,#169855,#FFFFFF,image190,image61,NA,left,TRUE,1317.199999999255
2,4,P17,D,processing,#862187,#FFFFFF,image319,image269,NA,left,FALSE,804.0999999996275
2,4,P17,D,processing,#26537e,#FFFFFF,image297,image176,NA,right,TRUE,827.2999999998137
2,4,P17,D,processing,#c47827,#FFFFFF,image73,image393,NA,right,TRUE,637.0999999996275
2,4,P17,D,processing,#1e971c,#FFFFFF,image43,image63,NA,right,TRUE,802.1000000005588
2,4,P18,D,processing,#c95726,#FFFFFF,image279,image303,NA,left,TRUE,860.5
2,4,P18,D,processing,#6f3d8a,#FFFFFF,image59,image154,NA,right,TRUE,775.5
2,4,P18,D,processing,#118ab6,#FFFFFF,image355,image330,NA,left,TRUE,950.2999999998137
2,4,P18,D,processing,#429640,#FFFFFF,image431,image142,NA,left,TRUE,1237.2999999998137
2,4,P19,D,processing,#4f719c,#FFFFFF,image110,image373,NA,right,TRUE,774
2,4,P19,D,processing,#2fbc31,#FFFFFF,image318,image107,NA,right,TRUE,668.9000000003725
2,4,P19,D,processing,#d18f23,#FFFFFF,image139,image214,NA,right,TRUE,910.2000000001863
2,4,P19,D,processing,#6c3366,#FFFFFF,image65,image222,NA,right,TRUE,1269.1000000005588
2,4,P20,D,processing,#91aa13,#FFFFFF,image164,image187,NA,right,TRUE,688.5
2,4,P20,D,processing,#504fab,#FFFFFF,image347,image217,NA,left,TRUE,723.7000000001863
2,4,P20,D,processing,#1fc165,#FFFFFF,image40,image88,NA,left,TRUE,724.5999999996275
2,4,P20,D,processing,#a02261,#FFFFFF,image408,image278,NA,right,TRUE,1315
2,4,P21,D,processing,#24bc78,#FFFFFF,image273,image255,NA,left,TRUE,684.9000000003725
2,4,P21,D,processing,#c1c62a,#FFFFFF,image298,image194,NA,right,TRUE,1459.3999999994412
2,4,P21,D,processing,#90184c,#FFFFFF,image357,image137,NA,right,TRUE,943
2,4,P21,D,processing,#234bb8,#FFFFFF,image68,image98,NA,left,TRUE,1131.7999999998137
2,4,P22,D,processing,#20cfbb,#FFFFFF,image288,image12,NA,left,TRUE,688.4000000003725
2,4,P22,D,processing,#71209d,#FFFFFF,image292,image306,NA,right,TRUE,747.0999999996275
2,4,P22,D,processing,#9f2335,#FFFFFF,image187,image99,NA,left,TRUE,829
2,4,P22,D,processing,#a3e316,#FFFFFF,image214,image379,NA,left,TRUE,660.7999999998137
2,4,P23,D,processing,#d51522,#FFFFFF,image381,image176,NA,right,TRUE,827.5999999996275
2,4,P23,D,processing,#798131,#FFFFFF,image72,image24,NA,right,TRUE,723.7999999998137
2,4,P23,D,processing,#319685,#FFFFFF,image305,image118,NA,right,TRUE,635.4000000003725
2,4,P23,D,processing,#503d94,#FFFFFF,image195,image255,NA,left,TRUE,886.5
2,4,P24,D,processing,#217f82,#FFFFFF,image368,image109,NA,left,TRUE,687
2,4,P24,D,processing,#8f4d50,#FFFFFF,image56,image89,NA,left,TRUE,1058.9000000003725
2,4,P24,D,processing,#b0de0d,#FFFFFF,image216,image104,NA,left,TRUE,883.8999999994412
2,4,P24,D,processing,#3a17d3,#FFFFFF,image244,image226,NA,right,TRUE,937.5
2,4,P25,D,processing,#180c9d,#FFFFFF,image189,image240,NA,left,TRUE,848
2,4,P25,D,processing,#862354,#FFFFFF,image241,image99,NA,left,TRUE,629.2999999998137
2,4,P25,D,processing,#13965b,#FFFFFF,image168,image194,NA,right,TRUE,985.3999999994412
2,4,P25,D,processing,#7b991a,#FFFFFF,image379,image280,NA,right,TRUE,810.8999999994412
2,4,1,D,memory-resp,#58358d,#FFFFFF,image400,image335,NA,left,TRUE,1674.2000000001863
2,4,1,D,memory-resp,#ba404e,#FFFFFF,image336,image293,NA,right,TRUE,1160.5999999996275
2,4,1,D,memory-resp,#42b89c,#FFFFFF,image7,image214,NA,right,TRUE,1060.5999999996275
2,4,1,D,memory-resp,#7a8731,#FFFFFF,image325,image180,NA,left,TRUE,1433.1000000005588
2,4,1,D,retrieval,NA,NA,NA,NA,image400,image400,TRUE,1538
2,4,1,D,retrieval,NA,NA,NA,NA,image325,image325,TRUE,958.4000000003725
2,4,1,D,retrieval,NA,NA,NA,NA,image336,image336,TRUE,1423
2,4,1,D,retrieval,NA,NA,NA,NA,image7,image7,TRUE,880.9000000003725
2,4,2,D,memory-resp,#278415,#FFFFFF,image215,image407,NA,left,TRUE,1635.5999999996275
2,4,2,D,memory-resp,#31abc4,#FFFFFF,image101,image98,NA,left,TRUE,1405
2,4,2,D,memory-resp,#76432d,#FFFFFF,image206,image273,NA,right,TRUE,1016.0999999996275
2,4,2,D,memory-resp,#672a84,#FFFFFF,image96,image72,NA,left,TRUE,1355.2999999998137
2,4,2,D,retrieval,NA,NA,NA,NA,image215,image215,TRUE,2072.4000000003725
2,4,2,D,retrieval,NA,NA,NA,NA,image96,image96,TRUE,3011.699999999255
2,4,2,D,retrieval,NA,NA,NA,NA,image206,image206,TRUE,1758.5999999996275
2,4,2,D,retrieval,NA,NA,NA,NA,image101,image101,TRUE,559.4000000003725
2,4,3,D,memory-resp,#29c224,#FFFFFF,image230,image108,NA,left,TRUE,1250.7999999998137
2,4,3,D,memory-resp,#1e63a4,#FFFFFF,image393,image3,NA,left,TRUE,612.3000000007451
2,4,3,D,memory-resp,#c6662a,#FFFFFF,image330,image6,NA,left,TRUE,976.7000000001863
2,4,3,D,memory-resp,#752d8b,#FFFFFF,image149,image200,NA,left,TRUE,971.5
2,4,3,D,retrieval,NA,NA,NA,NA,image393,image393,TRUE,1268.7999999998137
2,4,3,D,retrieval,NA,NA,NA,NA,image149,image149,TRUE,1454.1000000005588
2,4,3,D,retrieval,NA,NA,NA,NA,image230,image230,TRUE,756.6000000005588
2,4,3,D,retrieval,NA,NA,NA,NA,image330,image330,TRUE,527.7999999998137
2,4,4,D,memory-resp,#897b48,#FFFFFF,image83,image379,NA,left,TRUE,2369.2999999998137
2,4,4,D,memory-resp,#419551,#FFFFFF,image254,image363,NA,left,TRUE,1574.4000000003725
2,4,4,D,memory-resp,#752579,#FFFFFF,image191,image7,NA,left,TRUE,1387.6000000005588
2,4,4,D,memory-resp,#344565,#FFFFFF,image206,image88,NA,left,TRUE,1239
2,4,4,D,retrieval,NA,NA,NA,NA,image191,image191,TRUE,1705
2,4,4,D,retrieval,NA,NA,NA,NA,image83,image83,TRUE,2629.9000000003725
2,4,4,D,retrieval,NA,NA,NA,NA,image254,image254,TRUE,990.5999999996275
2,4,4,D,retrieval,NA,NA,NA,NA,image206,image206,TRUE,1735.4000000003725
2,4,5,D,memory-resp,#803733,#FFFFFF,image54,image253,NA,right,TRUE,1863.699999999255
2,4,5,D,memory-resp,#1588b2,#FFFFFF,image357,image55,NA,right,TRUE,1268.3999999994412
2,4,5,D,memory-resp,#5c8a3d,#FFFFFF,image34,image8,NA,left,TRUE,1681.0999999996275
2,4,5,D,memory-resp,#8c34b2,#FFFFFF,image29,image320,NA,right,TRUE,1182.4000000003725
2,4,5,D,retrieval,NA,NA,NA,NA,image357,image357,TRUE,1750.1000000005588
2,4,5,D,retrieval,NA,NA,NA,NA,image34,image320,FALSE,4329.899999999441
2,4,5,D,retrieval,NA,NA,NA,NA,image29,image34,FALSE,3078.5999999996275
2,4,5,D,retrieval,NA,NA,NA,NA,image54,image54,TRUE,847.5
2,4,6,D,memory-resp,#7b6c28,#FFFFFF,image82,image30,NA,left,TRUE,1843.7999999998137
2,4,6,D,memory-resp,#221e85,#FFFFFF,image361,image73,NA,left,TRUE,1000.7999999998137
2,4,6,D,memory-resp,#199a5e,#FFFFFF,image228,image156,NA,left,TRUE,1610.2999999998137
2,4,6,D,memory-resp,#8f1e5e,#FFFFFF,image273,image45,NA,left,TRUE,625.7999999998137
2,4,6,D,retrieval,NA,NA,NA,NA,image82,image82,TRUE,1483.7000000001863
2,4,6,D,retrieval,NA,NA,NA,NA,image273,image273,TRUE,3898.2999999998137
2,4,6,D,retrieval,NA,NA,NA,NA,image361,image361,TRUE,2106.2000000001863
2,4,6,D,retrieval,NA,NA,NA,NA,image228,image273,FALSE,1894.5999999996275
2,4,7,D,memory-resp,#5b3a82,#FFFFFF,image257,image326,NA,left,TRUE,1560.5999999996275
2,4,7,D,memory-resp,#920c0c,#FFFFFF,image68,image409,NA,left,TRUE,836
2,4,7,D,memory-resp,#48990b,#FFFFFF,image40,image329,NA,left,TRUE,838.2000000001863
2,4,7,D,memory-resp,#1bcdda,#FFFFFF,image376,image79,NA,right,TRUE,1825.0999999996275
2,4,7,D,retrieval,NA,NA,NA,NA,image257,image257,TRUE,1324.7999999998137
2,4,7,D,retrieval,NA,NA,NA,NA,image376,image376,TRUE,1693.4000000003725
2,4,7,D,retrieval,NA,NA,NA,NA,image68,image68,TRUE,2361.699999999255
2,4,7,D,retrieval,NA,NA,NA,NA,image40,image79,FALSE,1325.5999999996275
2,4,8,D,memory-resp,#20cb3f,#FFFFFF,image332,image263,NA,left,TRUE,2376
2,4,8,D,memory-resp,#a5459c,#FFFFFF,image165,image415,NA,right,TRUE,1539.7000000001863
2,4,8,D,memory-resp,#386194,#FFFFFF,image243,image171,NA,left,TRUE,1573.2000000001863
2,4,8,D,memory-resp,#9e881f,#FFFFFF,image8,image338,NA,left,TRUE,974.5
2,4,8,D,retrieval,NA,NA,NA,NA,image165,image165,TRUE,1466.3999999994412
2,4,8,D,retrieval,NA,NA,NA,NA,image332,image332,TRUE,1815.5
2,4,8,D,retrieval,NA,NA,NA,NA,image243,image243,TRUE,1189.8999999994412
2,4,8,D,retrieval,NA,NA,NA,NA,image8,image8,TRUE,2210.4000000003725
2,4,9,D,memory-resp,#3c868b,#FFFFFF,image300,image55,NA,left,TRUE,1951.199999999255
2,4,9,D,memory-resp,#a53712,#FFFFFF,image195,image377,NA,left,TRUE,803.4000000003725
2,4,9,D,memory-resp,#3f9414,#FFFFFF,image293,image39,NA,left,TRUE,936.7000000001863
2,4,9,D,memory-resp,#5b396a,#FFFFFF,image307,image233,NA,left,TRUE,1154.2000000001863
2,4,9,D,retrieval,NA,NA,NA,NA,image300,image300,TRUE,2335.4000000003725
2,4,9,D,retrieval,NA,NA,NA,NA,image307,image307,TRUE,2594.0999999996275
2,4,9,D,retrieval,NA,NA,NA,NA,image195,image195,TRUE,1982.7000000001863
2,4,9,D,retrieval,NA,NA,NA,NA,image293,image293,TRUE,1256.5999999996275
2,4,10,D,memory-resp,#96574f,#FFFFFF,image318,image273,NA,right,TRUE,1193
2,4,10,D,memory-resp,#449297,#FFFFFF,image103,image208,NA,left,TRUE,1611.5999999996275
2,4,10,D,memory-resp,#74c337,#FFFFFF,image24,image49,NA,left,TRUE,2180.2000000001863
2,4,10,D,memory-resp,#7f4899,#FFFFFF,image324,image167,NA,left,FALSE,1393.5
2,4,10,D,retrieval,NA,NA,NA,NA,image103,image103,TRUE,1529.0999999996275
2,4,10,D,retrieval,NA,NA,NA,NA,image318,image318,TRUE,1846.3999999994412
2,4,10,D,retrieval,NA,NA,NA,NA,image324,image324,TRUE,1361.800000000745
2,4,10,D,retrieval,NA,NA,NA,NA,image24,image24,TRUE,1518.7000000001863
2,4,11,D,memory-resp,#68aa22,#FFFFFF,image28,image126,NA,right,TRUE,2098.399999999441
2,4,11,D,memory-resp,#88495a,#FFFFFF,image410,image214,NA,right,TRUE,2167.7000000001863
2,4,11,D,memory-resp,#448887,#FFFFFF,image215,image118,NA,right,FALSE,932.6000000005588
2,4,11,D,memory-resp,#5934c5,#FFFFFF,image43,image317,NA,left,TRUE,1354.4000000003725
2,4,11,D,retrieval,NA,NA,NA,NA,image410,image410,TRUE,4314.299999999814
2,4,11,D,retrieval,NA,NA,NA,NA,image43,image214,FALSE,3109.699999999255
2,4,11,D,retrieval,NA,NA,NA,NA,image28,image28,TRUE,1249.4000000003725
2,4,11,D,retrieval,NA,NA,NA,NA,image215,image43,FALSE,2782.5
2,4,12,D,memory-resp,#328f61,#FFFFFF,image45,image157,NA,right,TRUE,1870.4000000003725
2,4,12,D,memory-resp,#a9800f,#FFFFFF,image326,image60,NA,right,TRUE,1586.2999999998137
2,4,12,D,memory-resp,#101689,#FFFFFF,image215,image167,NA,left,TRUE,1803
2,4,12,D,memory-resp,#a03776,#FFFFFF,image19,image285,NA,right,TRUE,1048.2999999998137
2,4,12,D,retrieval,NA,NA,NA,NA,image326,image326,TRUE,2680.5
2,4,12,D,retrieval,NA,NA,NA,NA,image215,image19,FALSE,1526.5999999996275
2,4,12,D,retrieval,NA,NA,NA,NA,image45,image45,TRUE,1545.6000000005588
2,4,12,D,retrieval,NA,NA,NA,NA,image19,image215,FALSE,3270.399999999441
2,4,13,D,memory-resp,#a115b7,#FFFFFF,image301,image361,NA,left,TRUE,2358.2000000001863
2,4,13,D,memory-resp,#9c602b,#FFFFFF,image13,image120,NA,right,TRUE,1964
2,4,13,D,memory-resp,#247abc,#FFFFFF,image43,image239,NA,left,TRUE,1305.0999999996275
2,4,13,D,memory-resp,#55b33d,#FFFFFF,image192,image72,NA,left,TRUE,1669.5
2,4,13,D,retrieval,NA,NA,NA,NA,image13,image13,TRUE,2042.8999999994412
2,4,13,D,retrieval,NA,NA,NA,NA,image301,image301,TRUE,1798.9000000003725
2,4,13,D,retrieval,NA,NA,NA,NA,image192,image192,TRUE,4846
2,4,13,D,retrieval,NA,NA,NA,NA,image43,image192,FALSE,613.5
2,4,14,D,memory-resp,#26577d,#FFFFFF,image96,image79,NA,right,TRUE,1985.199999999255
2,4,14,D,memory-resp,#377133,#FFFFFF,image147,image149,NA,NULL,FALSE,NA
2,4,14,D,memory-resp,#c18b33,#FFFFFF,image164,image187,NA,right,TRUE,1198.5999999996275
2,4,14,D,memory-resp,#9850a5,#FFFFFF,image248,image269,NA,right,FALSE,1321.7000000001863
2,4,14,D,retrieval,NA,NA,NA,NA,image147,image149,FALSE,3683.100000000559
2,4,14,D,retrieval,NA,NA,NA,NA,image248,image269,FALSE,3169.5999999996275
2,4,14,D,retrieval,NA,NA,NA,NA,image96,image96,TRUE,1989.9000000003725
2,4,14,D,retrieval,NA,NA,NA,NA,image164,image164,TRUE,672.4000000003725
2,4,15,D,memory-resp,#2f49ca,#FFFFFF,image253,image34,NA,right,TRUE,1843.2000000001863
2,4,15,D,memory-resp,#ae8f32,#FFFFFF,image164,image189,NA,right,TRUE,1765.9000000003725
2,4,15,D,memory-resp,#12d943,#FFFFFF,image341,image382,NA,right,TRUE,1781.0999999996275
2,4,15,D,memory-resp,#73306b,#FFFFFF,image362,image419,NA,right,TRUE,1272.0999999996275
2,4,15,D,retrieval,NA,NA,NA,NA,image362,image362,TRUE,980.2000000001863
2,4,15,D,retrieval,NA,NA,NA,NA,image341,image341,TRUE,1768.199999999255
2,4,15,D,retrieval,NA,NA,NA,NA,image253,image253,TRUE,2042.2999999998137
2,4,15,D,retrieval,NA,NA,NA,NA,image164,image419,FALSE,489.40000000037253
1,1,P1,C,processing,#477f90,#FFFFFF,image123,image26,NA,right,TRUE,1439.1999998092651
1,1,P1,C,processing,#724337,#FFFFFF,image230,image26,NA,left,TRUE,1737.0999999046326
1,1,P1,C,processing,#FFFFFF,#9f16e3,image26,image353,NA,left,TRUE,1520.6000003814697
1,1,P1,C,processing,#FFFFFF,#426e3a,image26,image391,NA,right,TRUE,1420.1999998092651
1,1,P2,C,processing,#FFFFFF,#ca167f,image26,image217,NA,left,TRUE,1493.5999999046326
1,1,P2,C,processing,#FFFFFF,#4a4695,image26,image232,NA,right,TRUE,1431.5
1,1,P2,C,processing,#40b06e,#FFFFFF,image209,image26,NA,right,TRUE,1229.5
1,1,P2,C,processing,#93a50d,#FFFFFF,image135,image26,NA,right,TRUE,1193.4000000953674
1,1,P3,C,processing,#FFFFFF,#8f429a,image26,image103,NA,right,TRUE,1105.7000002861023
1,1,P3,C,processing,#30b512,#FFFFFF,image145,image26,NA,right,TRUE,1267.4000000953674
1,1,P3,C,processing,#3d8ebd,#FFFFFF,image370,image26,NA,left,TRUE,1498.0999999046326
1,1,P3,C,processing,#c36a32,#FFFFFF,image266,image26,NA,right,TRUE,1978.8000001907349
1,1,P4,C,processing,#FFFFFF,#2f40ac,image26,image58,NA,left,TRUE,1383.2000002861023
1,1,P4,C,processing,#cb1579,#FFFFFF,image182,image26,NA,left,TRUE,998.1999998092651
1,1,P4,C,processing,#478a6b,#FFFFFF,image239,image26,NA,right,TRUE,1374.5999999046326
1,1,P4,C,processing,#FFFFFF,#a8a224,image26,image339,NA,left,TRUE,2020.0999999046326
1,1,P5,C,processing,#871d34,#FFFFFF,image273,image26,NA,left,TRUE,1004.7000002861023
1,1,P5,C,processing,#356963,#FFFFFF,image279,image26,NA,NULL,FALSE,NA
1,1,P5,C,processing,#add11f,#FFFFFF,image112,image26,NA,right,TRUE,1318
1,1,P5,C,processing,#FFFFFF,#3d3375,image26,image124,NA,right,TRUE,1021.7000002861023
1,1,P6,C,processing,#36a144,#FFFFFF,image44,image26,NA,right,TRUE,1151.1000003814697
1,1,P6,C,processing,#FFFFFF,#775028,image26,image63,NA,right,TRUE,977.4000000953674
1,1,P6,C,processing,#2a8cc0,#FFFFFF,image52,image26,NA,left,TRUE,1072.0999999046326
1,1,P6,C,processing,#790a8f,#FFFFFF,image181,image26,NA,left,TRUE,1183.7999997138977
1,1,P7,C,processing,#FFFFFF,#bccf0c,image26,image202,NA,left,TRUE,1784.5999999046326
1,1,P7,C,processing,#FFFFFF,#0db588,image26,image226,NA,right,TRUE,1261.2999997138977
1,1,P7,C,processing,#af2840,#FFFFFF,image351,image26,NA,left,TRUE,1994
1,1,P7,C,processing,#FFFFFF,#493384,image26,image213,NA,left,TRUE,1254.0999999046326
1,1,P8,C,processing,#FFFFFF,#4ca49d,image26,image134,NA,left,TRUE,1399.6999998092651
1,1,P8,C,processing,#b93158,#FFFFFF,image72,image26,NA,right,TRUE,1083.5999999046326
1,1,P8,C,processing,#92a451,#FFFFFF,image388,image26,NA,left,TRUE,2468.7999997138977
1,1,P8,C,processing,#4a0891,#FFFFFF,image338,image26,NA,right,TRUE,1238.0999999046326
1,1,P9,C,processing,#FFFFFF,#2f7983,image26,image364,NA,left,TRUE,1310.6999998092651
1,1,P9,C,processing,#6cb512,#FFFFFF,image326,image26,NA,right,TRUE,1231.8000001907349
1,1,P9,C,processing,#FFFFFF,#7d43ad,image26,image79,NA,right,TRUE,1215.2999997138977
1,1,P9,C,processing,#a94228,#FFFFFF,image416,image26,NA,left,TRUE,1159.8000001907349
1,1,P10,C,processing,#8d3c96,#FFFFFF,image305,image26,NA,right,TRUE,1141.1000003814697
1,1,P10,C,processing,#FFFFFF,#456831,image26,image47,NA,left,TRUE,1460.4000000953674
1,1,P10,C,processing,#4a858c,#FFFFFF,image269,image26,NA,left,TRUE,1217
1,1,P10,C,processing,#FFFFFF,#b95f3c,image26,image293,NA,right,TRUE,1327.6999998092651
1,1,P11,C,processing,#427594,#FFFFFF,image260,image26,NA,left,TRUE,996.5
1,1,P11,C,processing,#FFFFFF,#924d93,image26,image7,NA,left,TRUE,1103.5999999046326
1,1,P11,C,processing,#FFFFFF,#28e114,image26,image421,NA,left,TRUE,1298.1000003814697
1,1,P11,C,processing,#c26f38,#FFFFFF,image392,image26,NA,left,TRUE,1226
1,1,P12,C,processing,#FFFFFF,#5f8d3a,image26,image216,NA,right,TRUE,1141.0999999046326
1,1,P12,C,processing,#FFFFFF,#734893,image26,image73,NA,left,TRUE,1036.1999998092651
1,1,P12,C,processing,#349db2,#FFFFFF,image61,image26,NA,right,TRUE,1902.2000002861023
1,1,P12,C,processing,#FFFFFF,#993d33,image26,image49,NA,left,TRUE,1238.5
1,1,P13,C,processing,#FFFFFF,#3156b9,image26,image284,NA,right,TRUE,1395.5
1,1,P13,C,processing,#0c9232,#FFFFFF,image115,image26,NA,right,TRUE,1189.5
1,1,P13,C,processing,#FFFFFF,#86195f,image26,image290,NA,left,TRUE,1534.1999998092651
1,1,P13,C,processing,#8a7c24,#FFFFFF,image194,image26,NA,left,TRUE,1387
1,1,P14,C,processing,#811d34,#FFFFFF,image404,image26,NA,left,FALSE,1492
1,1,P14,C,processing,#FFFFFF,#451c97,image26,image286,NA,right,TRUE,1618.9000000953674
1,1,P14,C,processing,#FFFFFF,#749537,image26,image254,NA,right,TRUE,1287.1000003814697
1,1,P14,C,processing,#FFFFFF,#18e2cb,image26,image294,NA,left,TRUE,2105.5999999046326
1,1,P15,C,processing,#cb109c,#FFFFFF,image248,image26,NA,left,TRUE,1381.0999999046326
1,1,P15,C,processing,#FFFFFF,#23449f,image26,image35,NA,right,TRUE,1520.5
1,1,P15,C,processing,#1dc33c,#FFFFFF,image138,image26,NA,right,TRUE,1180.4000000953674
1,1,P15,C,processing,#997f0a,#FFFFFF,image187,image26,NA,left,TRUE,1430.5
1,1,P16,C,processing,#FFFFFF,#a014db,image26,image412,NA,left,TRUE,1755.2999997138977
1,1,P16,C,processing,#FFFFFF,#3c79be,image26,image4,NA,left,TRUE,2248.5
1,1,P16,C,processing,#358316,#FFFFFF,image262,image26,NA,right,TRUE,1467.5
1,1,P16,C,processing,#774e31,#FFFFFF,image410,image26,NA,right,TRUE,1462.4000000953674
1,1,P17,C,processing,#FFFFFF,#a7a93d,image26,image189,NA,right,TRUE,1365.3000001907349
1,1,P17,C,processing,#FFFFFF,#1cab58,image26,image133,NA,right,TRUE,1384.5999999046326
1,1,P17,C,processing,#FFFFFF,#0d0995,image26,image78,NA,right,TRUE,1135.5999999046326
1,1,P17,C,processing,#FFFFFF,#b82e7e,image26,image15,NA,left,TRUE,1825.0999999046326
1,1,P18,C,processing,#FFFFFF,#e70dca,image26,image384,NA,left,FALSE,1759.9000000953674
1,1,P18,C,processing,#6f6034,#FFFFFF,image178,image26,NA,left,TRUE,1107.2000002861023
1,1,P18,C,processing,#FFFFFF,#526a98,image26,image399,NA,left,TRUE,1231.1000003814697
1,1,P18,C,processing,#15ac39,#FFFFFF,image340,image26,NA,right,TRUE,1741.5999999046326
1,1,P19,C,processing,#FFFFFF,#0e9acd,image26,image264,NA,left,TRUE,1544.0999999046326
1,1,P19,C,processing,#2ab120,#FFFFFF,image130,image26,NA,left,TRUE,1937.2999997138977
1,1,P19,C,processing,#a55b4a,#FFFFFF,image228,image26,NA,right,FALSE,1829.5
1,1,P19,C,processing,#9621c4,#FFFFFF,image410,image26,NA,right,TRUE,1185.5
1,1,P20,C,processing,#FFFFFF,#963180,image26,image1,NA,left,TRUE,1545.0999999046326
1,1,P20,C,processing,#23861d,#FFFFFF,image145,image26,NA,right,TRUE,1607.4000000953674
1,1,P20,C,processing,#866a19,#FFFFFF,image258,image26,NA,right,TRUE,1061.0999999046326
1,1,P20,C,processing,#2a3c7e,#FFFFFF,image59,image26,NA,right,TRUE,1126.6000003814697
1,1,P21,C,processing,#FFFFFF,#ae3258,image26,image424,NA,right,TRUE,1387.3000001907349
1,1,P21,C,processing,#FFFFFF,#48a8a8,image26,image32,NA,right,TRUE,1277.1000003814697
