participant,blockID,trialID,condition,screenID,leftColor,rightColor,leftImage,rightImage,correctObject,response,acc,rt
1,4,1,D,memory-resp,#4b3fa6,#FFFFFF,image385,image150,NA,NULL,FALSE,NA
1,4,1,D,memory-resp,#bf2b49,#FFFFFF,image79,image329,NA,left,TRUE,1246.4000000953674
1,4,1,D,memory-resp,#498d7b,#FFFFFF,image43,image176,NA,right,TRUE,1194.9000000953674
1,4,1,D,memory-resp,#738c36,#FFFFFF,image134,image398,NA,right,TRUE,1322.0999999046326
1,4,1,D,retrieval,NA,NA,NA,NA,image43,image43,TRUE,1556.6000003814697
1,4,1,D,retrieval,NA,NA,NA,NA,image134,image134,TRUE,2469.5
1,4,1,D,retrieval,NA,NA,NA,NA,image79,image385,FALSE,2930.0999999046326
1,4,1,D,retrieval,NA,NA,NA,NA,image385,image150,FALSE,937.1999998092651
1,4,2,D,memory-resp,#69448d,#FFFFFF,image431,image146,NA,right,TRUE,1412.4000000953674
1,4,2,D,memory-resp,#c42f27,#FFFFFF,image94,image201,NA,right,TRUE,1363.9000000953674
1,4,2,D,memory-resp,#5c7f3d,#FFFFFF,image21,image186,NA,right,TRUE,1033.5999999046326
1,4,2,D,memory-resp,#1fd1db,#FFFFFF,image429,image223,NA,right,TRUE,1332.1999998092651
1,4,2,D,retrieval,NA,NA,NA,NA,image431,image431,TRUE,1749.9000000953674
1,4,2,D,retrieval,NA,NA,NA,NA,image21,image21,TRUE,4442.400000095367
1,4,2,D,retrieval,NA,NA,NA,NA,image429,image146,FALSE,1181.7000002861023
1,4,2,D,retrieval,NA,NA,NA,NA,image94,image94,TRUE,672.5999999046326
1,4,3,D,memory-resp,#6e1584,#FFFFFF,image418,image205,NA,right,TRUE,2067.800000190735
1,4,3,D,memory-resp,#c06f0c,#FFFFFF,image187,image398,NA,left,TRUE,1536
1,4,3,D,memory-resp,#317727,#FFFFFF,image182,image303,NA,left,TRUE,1630
1,4,3,D,memory-resp,#2b537d,#FFFFFF,image17,image232,NA,right,TRUE,1565.5
1,4,3,D,retrieval,NA,NA,NA,NA,image418,image418,TRUE,2979.5
1,4,3,D,retrieval,NA,NA,NA,NA,image187,image17,FALSE,1619.1000003814697
1,4,3,D,retrieval,NA,NA,NA,NA,image182,image187,FALSE,1511.5999999046326
1,4,3,D,retrieval,NA,NA,NA,NA,image17,image301,FALSE,2541.4000000953674
1,4,4,D,memory-resp,#9f4183,#FFFFFF,image186,image10,NA,left,TRUE,1458.8000001907349
1,4,4,D,memory-resp,#384bb2,#FFFFFF,image378,image55,NA,right,TRUE,1575.9000000953674
1,4,4,D,memory-resp,#36a13e,#FFFFFF,image190,image86,NA,left,TRUE,1276.9000000953674
1,4,4,D,memory-resp,#d3841d,#FFFFFF,image422,image98,NA,left,TRUE,1309.2000002861023
1,4,4,D,retrieval,NA,NA,NA,NA,image378,image378,TRUE,4462.300000190735
1,4,4,D,retrieval,NA,NA,NA,NA,image186,image186,TRUE,772.3000001907349
1,4,4,D,retrieval,NA,NA,NA,NA,image190,image422,FALSE,2526.9000000953674
1,4,4,D,retrieval,NA,NA,NA,NA,image422,image86,FALSE,3440.199999809265
1,4,5,D,memory-resp,#628a3d,#FFFFFF,image160,image402,NA,right,TRUE,1909.0999999046326
1,4,5,D,memory-resp,#7553a2,#FFFFFF,image54,image124,NA,right,TRUE,1742.6000003814697
1,4,5,D,memory-resp,#1d8b84,#FFFFFF,image79,image298,NA,left,TRUE,1131.1000003814697
1,4,5,D,memory-resp,#7a2e3c,#FFFFFF,image396,image81,NA,left,TRUE,1688.8000001907349
1,4,5,D,retrieval,NA,NA,NA,NA,image79,image160,FALSE,2957.6000003814697
1,4,5,D,retrieval,NA,NA,NA,NA,image396,image54,FALSE,2175.0999999046326
1,4,5,D,retrieval,NA,NA,NA,NA,image54,image54,TRUE,1080.9000000953674
1,4,5,D,retrieval,NA,NA,NA,NA,image160,image79,FALSE,3827.199999809265
1,4,6,D,memory-resp,#176f92,#FFFFFF,image261,image380,NA,right,TRUE,1544.4000000953674
1,4,6,D,memory-resp,#bf6136,#FFFFFF,image179,image317,NA,left,TRUE,1445.7999997138977
1,4,6,D,memory-resp,#642970,#FFFFFF,image358,image152,NA,right,TRUE,1742.5
1,4,6,D,memory-resp,#0d9c19,#FFFFFF,image313,image136,NA,right,TRUE,2112.5999999046326
1,4,6,D,retrieval,NA,NA,NA,NA,image261,image261,TRUE,1323
1,4,6,D,retrieval,NA,NA,NA,NA,image313,image313,TRUE,1195.4000000953674
1,4,6,D,retrieval,NA,NA,NA,NA,image358,image317,FALSE,6079.5
1,4,6,D,retrieval,NA,NA,NA,NA,image179,image179,TRUE,659.1999998092651
1,4,7,D,memory-resp,#1e4f8a,#FFFFFF,image273,image325,NA,left,TRUE,1337.9000000953674
1,4,7,D,memory-resp,#1fdf11,#FFFFFF,image90,image16,NA,right,TRUE,2066.2999997138977
1,4,7,D,memory-resp,#723b6e,#FFFFFF,image326,image402,NA,right,TRUE,1649.6999998092651
1,4,7,D,memory-resp,#a44d1e,#FFFFFF,image164,image230,NA,right,TRUE,1354.5
1,4,7,D,retrieval,NA,NA,NA,NA,image273,image273,TRUE,4845.800000190735
1,4,7,D,retrieval,NA,NA,NA,NA,image90,image90,TRUE,2872
1,4,7,D,retrieval,NA,NA,NA,NA,image326,image230,FALSE,2483.2999997138977
1,4,7,D,retrieval,NA,NA,NA,NA,image164,image295,FALSE,2651
1,4,8,D,memory-resp,#8d1d95,#FFFFFF,image163,image113,NA,right,TRUE,1955
1,4,8,D,memory-resp,#48b71f,#FFFFFF,image132,image93,NA,left,TRUE,1610.2000002861023
1,4,8,D,memory-resp,#c4541c,#FFFFFF,image96,image273,NA,right,TRUE,1408.2999997138977
1,4,8,D,memory-resp,#0c7b9d,#FFFFFF,image47,image306,NA,right,TRUE,1448.7999997138977
1,4,8,D,retrieval,NA,NA,NA,NA,image96,image47,FALSE,2917.199999809265
1,4,8,D,retrieval,NA,NA,NA,NA,image163,image163,TRUE,2980.2000002861023
1,4,8,D,retrieval,NA,NA,NA,NA,image132,image132,TRUE,853.6000003814697
1,4,8,D,retrieval,NA,NA,NA,NA,image47,image158,FALSE,5066.599999904633
1,4,9,D,memory-resp,#968245,#FFFFFF,image182,image208,NA,left,TRUE,1324.1999998092651
1,4,9,D,memory-resp,#93487f,#FFFFFF,image420,image106,NA,left,TRUE,1791
1,4,9,D,memory-resp,#19a437,#FFFFFF,image260,image166,NA,left,TRUE,1181.8000001907349
1,4,9,D,memory-resp,#2845b8,#FFFFFF,image129,image59,NA,left,TRUE,1092.1999998092651
1,4,9,D,retrieval,NA,NA,NA,NA,image182,image182,TRUE,2638.2000002861023
1,4,9,D,retrieval,NA,NA,NA,NA,image260,image260,TRUE,4669.5
1,4,9,D,retrieval,NA,NA,NA,NA,image420,image420,TRUE,3431.199999809265
1,4,9,D,retrieval,NA,NA,NA,NA,image129,image191,FALSE,3954.1000003814697
1,4,10,D,memory-resp,#673243,#FFFFFF,image375,image82,NA,right,TRUE,1456.4000000953674
1,4,10,D,memory-resp,#6b7c36,#FFFFFF,image171,image362,NA,right,TRUE,1488.8000001907349
1,4,10,D,memory-resp,#3eac9a,#FFFFFF,image172,image201,NA,right,TRUE,1473.2999997138977
1,4,10,D,memory-resp,#5b388f,#FFFFFF,image418,image223,NA,right,TRUE,1575.8999996185303
1,4,10,D,retrieval,NA,NA,NA,NA,image418,image375,FALSE,5692.299999713898
1,4,10,D,retrieval,NA,NA,NA,NA,image171,image171,TRUE,1366.6000003814697
1,4,10,D,retrieval,NA,NA,NA,NA,image375,image223,FALSE,3587.7999997138977
1,4,10,D,retrieval,NA,NA,NA,NA,image172,image172,TRUE,2079.5
1,4,11,D,memory-resp,#38805b,#FFFFFF,image186,image160,NA,left,TRUE,1631.7999997138977
1,4,11,D,memory-resp,#9d3462,#FFFFFF,image319,image64,NA,right,TRUE,1845.9000000953674
1,4,11,D,memory-resp,#4d52a8,#FFFFFF,image135,image65,NA,right,TRUE,1244.5
1,4,11,D,memory-resp,#92932f,#FFFFFF,image307,image365,NA,left,TRUE,2001.4000000953674
1,4,11,D,retrieval,NA,NA,NA,NA,image135,image365,FALSE,3925.5
1,4,11,D,retrieval,NA,NA,NA,NA,image307,image307,TRUE,5448
1,4,11,D,retrieval,NA,NA,NA,NA,image319,image319,TRUE,1931.5
1,4,11,D,retrieval,NA,NA,NA,NA,image186,image186,TRUE,537.7999997138977
1,4,12,D,memory-resp,#cfac20,#FFFFFF,image327,image79,NA,right,TRUE,1180.1999998092651
1,4,12,D,memory-resp,#2d8643,#FFFFFF,image21,image174,NA,right,TRUE,1143.2000002861023
1,4,12,D,memory-resp,#2d63b4,#FFFFFF,image18,image250,NA,right,TRUE,1344.3000001907349
1,4,12,D,memory-resp,#990a97,#FFFFFF,image144,image226,NA,right,TRUE,1870.5999999046326
1,4,12,D,retrieval,NA,NA,NA,NA,image144,image144,TRUE,2349.9000000953674
1,4,12,D,retrieval,NA,NA,NA,NA,image18,image18,TRUE,3100.3999996185303
1,4,12,D,retrieval,NA,NA,NA,NA,image327,image327,TRUE,1887
1,4,12,D,retrieval,NA,NA,NA,NA,image21,image21,TRUE,781.5
1,4,13,D,memory-resp,#c5ad26,#FFFFFF,image252,image388,NA,right,TRUE,1831.8999996185303
1,4,13,D,memory-resp,#1d8126,#FFFFFF,image325,image318,NA,left,TRUE,1741
1,4,13,D,memory-resp,#da16ac,#FFFFFF,image66,image45,NA,left,TRUE,1436.2999997138977
1,4,13,D,memory-resp,#3d5f9e,#FFFFFF,image429,image220,NA,left,TRUE,1129.0999999046326
1,4,13,D,retrieval,NA,NA,NA,NA,image252,image252,TRUE,4001.2000002861023
1,4,13,D,retrieval,NA,NA,NA,NA,image66,image429,FALSE,4935.599999904633
1,4,13,D,retrieval,NA,NA,NA,NA,image325,image220,FALSE,2350
1,4,13,D,retrieval,NA,NA,NA,NA,image429,image325,FALSE,1070.7000002861023
1,4,14,D,memory-resp,#46afaf,#FFFFFF,image64,image3,NA,left,TRUE,1457.0999999046326
1,4,14,D,memory-resp,#992a14,#FFFFFF,image300,image132,NA,left,TRUE,1107.1999998092651
1,4,14,D,memory-resp,#461e7b,#FFFFFF,image388,image332,NA,left,TRUE,1224.2000002861023
1,4,14,D,memory-resp,#46891f,#FFFFFF,image303,image399,NA,left,TRUE,1498.6999998092651
1,4,14,D,retrieval,NA,NA,NA,NA,image300,image300,TRUE,3540.199999809265
1,4,14,D,retrieval,NA,NA,NA,NA,image64,image64,TRUE,1985
1,4,14,D,retrieval,NA,NA,NA,NA,image303,image303,TRUE,1972.5
1,4,14,D,retrieval,NA,NA,NA,NA,image388,image388,TRUE,2238.7000002861023
1,4,15,D,memory-resp,#115fd4,#FFFFFF,image389,image420,NA,right,TRUE,1572.7000002861023
1,4,15,D,memory-resp,#36c450,#FFFFFF,image70,image124,NA,right,TRUE,1470.5999999046326
1,4,15,D,memory-resp,#ba6e3b,#FFFFFF,image8,image119,NA,left,TRUE,2052.0999999046326
1,4,15,D,memory-resp,#a348a8,#FFFFFF,image34,image349,NA,left,TRUE,1454.1000003814697
1,4,15,D,retrieval,NA,NA,NA,NA,image389,image389,TRUE,2114.4000000953674
1,4,15,D,retrieval,NA,NA,NA,NA,image70,image349,FALSE,8603.199999809265
1,4,15,D,retrieval,NA,NA,NA,NA,image34,image34,TRUE,896.2999997138977
1,4,15,D,retrieval,NA,NA,NA,NA,image8,image168,FALSE,909.6999998092651
