participant,blockID,trialID,condition,screenID,leftColor,rightColor,leftImage,leftSize,rightImage,rightSize,correctObject,correctResp,response,acc,rt,target,distractor
7,3,P17,D,processing,#FFFFFF,#ca9f12,image137,21,image62,7.5,NA,left,left,TRUE,1092.2999999821186,NA,NA
7,3,P17,D,processing,#259d55,#FFFFFF,image416,400,image338,12,NA,left,left,TRUE,885.8999999761581,NA,NA
7,3,P17,D,processing,#FFFFFF,#c51ba9,image115,9.4,image113,210,NA,right,right,TRUE,799.0999999940395,NA,NA
7,3,P17,D,processing,#FFFFFF,#0d3cc9,image293,60.2,image205,999,NA,right,right,TRUE,1362.5,NA,NA
7,3,P18,D,processing,#FFFFFF,#c2192a,image370,58.5,image398,150,NA,right,right,TRUE,1597.0999999940395,NA,NA
7,3,P18,D,processing,#5a3d7f,#FFFFFF,image15,12,image411,3.9,NA,left,NULL,FALSE,NA,NA,NA
7,3,P18,D,processing,#306e5d,#FFFFFF,image35,999,image416,400,NA,left,left,TRUE,859.5999999940395,NA,NA
7,3,P18,D,processing,#a9d312,#FFFFFF,image388,350,image193,85,NA,left,left,TRUE,1296.800000011921,NA,NA
7,3,P19,D,processing,#5238ad,#FFFFFF,image32,105,image197,999,NA,right,left,FALSE,870.4000000059605,NA,NA
7,3,P19,D,processing,#FFFFFF,#91891d,image409,28,image370,58.5,NA,right,right,TRUE,1063.7999999821186,NA,NA
7,3,P19,D,processing,#FFFFFF,#9b3164,image321,40,image57,2.5,NA,left,left,TRUE,956.4000000059605,NA,NA
7,3,P19,D,processing,#FFFFFF,#3eb686,image173,999,image413,153,NA,left,left,TRUE,1064.7000000178814,NA,NA
7,3,P20,D,processing,#638d3f,#FFFFFF,image364,4.2,image250,34,NA,right,right,TRUE,897.1999999880791,NA,NA
7,3,P20,D,processing,#FFFFFF,#6215c6,image423,5,image211,21.3,NA,right,right,TRUE,835.3000000119209,NA,NA
7,3,P20,D,processing,#FFFFFF,#2d7671,image15,12,image146,95,NA,right,right,TRUE,915.5,NA,NA
7,3,P20,D,processing,#FFFFFF,#ec330e,image358,16.2,image214,80,NA,right,right,TRUE,1083.4000000059605,NA,NA
7,3,P21,D,processing,#FFFFFF,#328159,image63,800,image172,8,NA,left,left,TRUE,939.0999999940395,NA,NA
7,3,P21,D,processing,#898c45,#FFFFFF,image92,4,image137,21,NA,right,right,TRUE,1118.5,NA,NA
7,3,P21,D,processing,#c32278,#FFFFFF,image56,80,image35,999,NA,right,right,TRUE,1001.7000000178814,NA,NA
7,3,P21,D,processing,#FFFFFF,#1d1f91,image413,153,image15,12,NA,left,left,TRUE,980,NA,NA
7,3,P22,D,processing,#853d7b,#FFFFFF,image21,20,image342,100,NA,right,right,TRUE,1133.0999999940395,NA,NA
7,3,P22,D,processing,#1c7d39,#FFFFFF,image419,150,image300,800,NA,right,left,FALSE,904.4000000059605,NA,NA
7,3,P22,D,processing,#0a5c9e,#FFFFFF,image24,80,image186,999,NA,right,right,TRUE,1446.300000011921,NA,NA
7,3,P22,D,processing,#FFFFFF,#99791e,image319,34,image378,13,NA,left,left,TRUE,1213.699999988079,NA,NA
7,3,P23,D,processing,#FFFFFF,#74d91c,image160,0.7,image76,5.5,NA,right,right,TRUE,943.2000000178814,NA,NA
7,3,P23,D,processing,#532598,#FFFFFF,image49,20,image426,48,NA,right,right,TRUE,1163.699999988079,NA,NA
7,3,P23,D,processing,#FFFFFF,#13a49d,image279,34.7,image346,950,NA,right,right,TRUE,1836.6000000238419,NA,NA
7,3,P23,D,processing,#ac2311,#FFFFFF,image146,95,image106,30,NA,left,left,TRUE,1219.699999988079,NA,NA
7,3,P24,D,processing,#FFFFFF,#79b03b,image14,1,image318,9.5,NA,right,right,TRUE,1168.8999999761581,NA,NA
7,3,P24,D,processing,#FFFFFF,#2b7874,image143,72,image197,999,NA,right,right,TRUE,921.6999999880791,NA,NA
7,3,P24,D,processing,#6b519e,#FFFFFF,image373,17.5,image300,800,NA,right,right,TRUE,947.1999999880791,NA,NA
7,3,P24,D,processing,#FFFFFF,#c24638,image39,16,image111,8,NA,left,left,TRUE,1577.4000000059605,NA,NA
7,3,P25,D,processing,#FFFFFF,#90531d,image376,40,image309,13.6,NA,left,left,TRUE,1064.5999999940395,NA,NA
7,3,P25,D,processing,#1571bc,#FFFFFF,image152,180,image26,45,NA,left,left,TRUE,1110.4000000059605,NA,NA
7,3,P25,D,processing,#FFFFFF,#b842a8,image214,80,image218,13.5,NA,left,left,TRUE,1161.2000000178814,NA,NA
7,3,P25,D,processing,#0cc00f,#FFFFFF,image237,8.1,image321,40,NA,right,right,TRUE,1169.3999999761581,NA,NA
7,3,1,D,memory-resp,#d70f1c,#FFFFFF,image369,200,image198,6.8,NA,left,left,TRUE,1851.9000000059605,image369,image369
7,3,1,D,memory-resp,#FFFFFF,#654992,image153,40.3,image128,7.7,NA,left,left,TRUE,2058.800000011921,image128,image153
7,3,1,D,memory-resp,#FFFFFF,#66b724,image362,24.2,image212,8,NA,left,right,FALSE,2994.9000000059605,image212,image362
7,3,1,D,memory-resp,#349ea8,#FFFFFF,image89,35,image247,999,NA,right,right,TRUE,2197.600000023842,image89,image247
7,3,1,D,retrieval,NA,NA,NA,NA,NA,NA,image128,NA,image128,TRUE,1795.2000000178814,image128,image369
7,3,1,D,retrieval,NA,NA,NA,NA,NA,NA,image212,NA,image212,TRUE,2440.199999988079,image212,image369
7,3,1,D,retrieval,NA,NA,NA,NA,NA,NA,image89,NA,image247,FALSE,7431,image89,image369
7,3,1,D,retrieval,NA,NA,NA,NA,NA,NA,image369,NA,image369,TRUE,1043.800000011921,image369,image369
7,3,2,D,memory-resp,#a47e37,#FFFFFF,image413,153,image47,12,NA,left,left,TRUE,1540.800000011921,image413,image413
7,3,2,D,memory-resp,#375295,#FFFFFF,image318,9.5,image230,999,NA,right,right,TRUE,1924.800000011921,image318,image230
7,3,2,D,memory-resp,#FFFFFF,#35ac49,image359,11,image102,700,NA,right,right,TRUE,1374,image102,image102
7,3,2,D,memory-resp,#FFFFFF,#ab269c,image68,120,image400,42,NA,left,left,TRUE,1796.7999999821186,image400,image68
7,3,2,D,retrieval,NA,NA,NA,NA,NA,NA,image318,NA,image318,TRUE,2775.300000011921,image318,image413
7,3,2,D,retrieval,NA,NA,NA,NA,NA,NA,image400,NA,image400,TRUE,2396.2000000178814,image400,image413
7,3,2,D,retrieval,NA,NA,NA,NA,NA,NA,image413,NA,image413,TRUE,2567.300000011921,image413,image413
7,3,2,D,retrieval,NA,NA,NA,NA,NA,NA,image102,NA,image68,FALSE,2211.899999976158,image102,image413
7,3,3,D,memory-resp,#c19c15,#FFFFFF,image102,700,image144,60,NA,left,left,TRUE,2138.600000023842,image102,image102
7,3,3,D,memory-resp,#e01a8d,#FFFFFF,image205,999,image62,7.5,NA,left,left,TRUE,1838.7999999821186,image205,image205
7,3,3,D,memory-resp,#FFFFFF,#243594,image280,20,image428,9,NA,left,left,TRUE,2132.5,image428,image280
